,GAME_ID,TEAM_ID,SEASON,NICKNAME,CITY,FGM,FGA,FG3M,FG3A,FTM,FTA,FOULS,isWinner
24209,21100696,1610612744.0,2011,Warriors,Golden State,34.0,82.0,6.0,16.0,9.0,10.0,16.0,0
24210,21100696,1610612745.0,2011,Rockets,Houston,40.0,85.0,6.0,17.0,23.0,27.0,15.0,0
24211,21100697,1610612758.0,2011,Kings,Sacramento,43.0,106.0,4.0,15.0,12.0,21.0,13.0,1
24212,21100697,1610612762.0,2011,Jazz,Utah,43.0,91.0,3.0,17.0,14.0,17.0,15.0,1
24213,21100698,1610612757.0,2011,Trail Blazers,Portland,31.0,73.0,10.0,25.0,25.0,25.0,16.0,0
24214,21100698,1610612763.0,2011,Grizzlies,Memphis,37.0,81.0,3.0,8.0,16.0,23.0,13.0,0
24215,21100699,1610612752.0,2011,Knicks,New York,32.0,85.0,5.0,28.0,10.0,18.0,22.0,0
24216,21100699,1610612761.0,2011,Raptors,Toronto,38.0,83.0,1.0,13.0,19.0,26.0,17.0,0
24217,21100700,1610612749.0,2011,Bucks,Milwaukee,48.0,90.0,4.0,13.0,12.0,21.0,9.0,1
24218,21100700,1610612766.0,2011,Hornets,Charlotte,34.0,84.0,1.0,8.0,23.0,26.0,11.0,1
24219,21100701,1610612739.0,2011,Cavaliers,Cleveland,31.0,82.0,4.0,18.0,14.0,21.0,14.0,0
24220,21100701,1610612753.0,2011,Magic,Orlando,37.0,79.0,12.0,35.0,7.0,12.0,18.0,0
24221,21100702,1610612754.0,2011,Pacers,Indiana,42.0,81.0,7.0,11.0,20.0,22.0,16.0,1
24222,21100702,1610612756.0,2011,Suns,Phoenix,41.0,84.0,5.0,17.0,26.0,37.0,10.0,1
24223,21100703,1610612737.0,2011,Hawks,Atlanta,36.0,77.0,7.0,21.0,14.0,20.0,8.0,0
24224,21100703,1610612751.0,2011,Nets,Brooklyn,32.0,80.0,6.0,25.0,14.0,21.0,11.0,0
24225,21100704,1610612748.0,2011,Heat,Miami,34.0,77.0,2.0,16.0,18.0,20.0,16.0,1
24226,21100704,1610612765.0,2011,Pistons,Detroit,29.0,75.0,6.0,15.0,9.0,17.0,21.0,1
24227,21100705,1610612738.0,2011,Celtics,Boston,36.0,74.0,4.0,10.0,10.0,13.0,11.0,0
24228,21100705,1610612755.0,2011,76ers,Philadelphia,41.0,92.0,3.0,10.0,14.0,18.0,8.0,0
24229,21100706,1610612750.0,2011,Timberwolves,Minnesota,49.0,100.0,14.0,36.0,28.0,36.0,17.0,0
24230,21100706,1610612760.0,2011,Thunder,Oklahoma City,60.0,113.0,10.0,27.0,19.0,20.0,12.0,0
24231,21100707,1610612742.0,2011,Mavericks,Dallas,31.0,81.0,11.0,26.0,14.0,17.0,10.0,0
24232,21100707,1610612759.0,2011,Spurs,San Antonio,43.0,88.0,9.0,25.0,9.0,11.0,13.0,0
24233,21100708,1610612743.0,2011,Nuggets,Denver,36.0,78.0,6.0,18.0,24.0,32.0,19.0,0
24234,21100708,1610612762.0,2011,Jazz,Utah,48.0,81.0,7.0,15.0,18.0,29.0,14.0,0
24235,21100709,1610612747.0,2011,Lakers,Los Angeles,40.0,85.0,6.0,19.0,17.0,26.0,14.0,0
24236,21100709,1610612757.0,2011,Trail Blazers,Portland,36.0,82.0,8.0,20.0,16.0,19.0,10.0,0
24237,21100710,1610612746.0,2011,Clippers,Los Angeles,36.0,72.0,5.0,16.0,24.0,33.0,11.0,0
24238,21100710,1610612763.0,2011,Grizzlies,Memphis,33.0,78.0,9.0,15.0,10.0,14.0,16.0,0
24239,21100711,1610612737.0,2011,Hawks,Atlanta,37.0,76.0,7.0,23.0,14.0,21.0,11.0,1
24240,21100711,1610612764.0,2011,Wizards,Washington,38.0,85.0,4.0,18.0,12.0,14.0,8.0,1
24241,21100712,1610612751.0,2011,Nets,Brooklyn,39.0,88.0,5.0,16.0,19.0,22.0,14.0,0
24242,21100712,1610612766.0,2011,Hornets,Charlotte,35.0,79.0,3.0,14.0,16.0,22.0,16.0,0
24243,21100713,1610612752.0,2011,Knicks,New York,38.0,78.0,6.0,20.0,19.0,30.0,22.0,0
24244,21100713,1610612765.0,2011,Pistons,Detroit,28.0,76.0,6.0,19.0,17.0,22.0,16.0,0
24245,21100714,1610612741.0,2011,Bulls,Chicago,41.0,103.0,3.0,23.0,17.0,26.0,9.0,0
24246,21100714,1610612761.0,2011,Raptors,Toronto,39.0,87.0,3.0,14.0,20.0,25.0,18.0,0
24247,21100715,1610612740.0,2011,Pelicans,New Orleans,37.0,81.0,1.0,5.0,11.0,12.0,16.0,1
24248,21100715,1610612759.0,2011,Spurs,San Antonio,36.0,90.0,2.0,19.0,15.0,17.0,7.0,1
24249,21100716,1610612742.0,2011,Mavericks,Dallas,37.0,80.0,6.0,22.0,21.0,24.0,7.0,1
24250,21100716,1610612745.0,2011,Rockets,Houston,37.0,96.0,9.0,25.0,16.0,18.0,7.0,1
24251,21100717,1610612749.0,2011,Bucks,Milwaukee,40.0,91.0,10.0,21.0,14.0,18.0,12.0,1
24252,21100717,1610612754.0,2011,Pacers,Indiana,43.0,84.0,7.0,12.0,32.0,39.0,10.0,1
24253,21100718,1610612744.0,2011,Warriors,Golden State,43.0,88.0,7.0,21.0,18.0,21.0,12.0,0
24254,21100718,1610612758.0,2011,Kings,Sacramento,43.0,91.0,1.0,15.0,21.0,27.0,15.0,0
24255,21100719,1610612739.0,2011,Cavaliers,Cleveland,27.0,70.0,4.0,16.0,25.0,30.0,22.0,1
24256,21100719,1610612756.0,2011,Suns,Phoenix,42.0,82.0,6.0,17.0,18.0,26.0,11.0,1
24257,21100720,1610612743.0,2011,Nuggets,Denver,41.0,81.0,3.0,15.0,15.0,22.0,16.0,0
24258,21100720,1610612750.0,2011,Timberwolves,Minnesota,45.0,99.0,12.0,35.0,15.0,15.0,9.0,0
24259,21100721,1610612738.0,2011,Celtics,Boston,34.0,70.0,3.0,10.0,17.0,18.0,15.0,0
24260,21100721,1610612764.0,2011,Wizards,Washington,30.0,87.0,3.0,14.0,13.0,19.0,14.0,0
24261,21100722,1610612737.0,2011,Hawks,Atlanta,48.0,107.0,6.0,19.0,37.0,47.0,11.0,0
24262,21100722,1610612762.0,2011,Jazz,Utah,49.0,126.0,6.0,21.0,29.0,35.0,9.0,0
24263,21100723,1610612755.0,2011,76ers,Philadelphia,35.0,85.0,1.0,9.0,5.0,11.0,21.0,0
24264,21100723,1610612759.0,2011,Spurs,San Antonio,37.0,81.0,7.0,28.0,12.0,18.0,18.0,0
24265,21100724,1610612748.0,2011,Heat,Miami,33.0,71.0,7.0,22.0,14.0,14.0,21.0,0
24266,21100724,1610612760.0,2011,Thunder,Oklahoma City,39.0,74.0,6.0,11.0,19.0,23.0,16.0,0
24267,21100725,1610612744.0,2011,Warriors,Golden State,32.0,74.0,7.0,22.0,16.0,17.0,14.0,0
24268,21100725,1610612757.0,2011,Trail Blazers,Portland,31.0,85.0,10.0,30.0,18.0,27.0,7.0,0
24269,21100726,1610612747.0,2011,Lakers,Los Angeles,31.0,73.0,7.0,18.0,27.0,30.0,16.0,1
24270,21100726,1610612763.0,2011,Grizzlies,Memphis,44.0,86.0,6.0,13.0,8.0,10.0,13.0,1
24271,21100727,1610612753.0,2011,Magic,Orlando,44.0,81.0,15.0,34.0,14.0,19.0,9.0,1
24272,21100727,1610612761.0,2011,Raptors,Toronto,35.0,74.0,11.0,22.0,20.0,24.0,12.0,1
24273,21100728,1610612764.0,2011,Wizards,Washington,32.0,78.0,4.0,17.0,9.0,14.0,16.0,1
24274,21100728,1610612765.0,2011,Pistons,Detroit,28.0,76.0,3.0,13.0,20.0,27.0,18.0,1
24275,21100729,1610612738.0,2011,Celtics,Boston,33.0,73.0,2.0,12.0,34.0,45.0,9.0,1
24276,21100729,1610612766.0,2011,Hornets,Charlotte,33.0,79.0,4.0,12.0,25.0,35.0,11.0,1
24277,21100730,1610612748.0,2011,Heat,Miami,29.0,69.0,8.0,20.0,24.0,37.0,17.0,0
24278,21100730,1610612754.0,2011,Pacers,Indiana,37.0,81.0,10.0,18.0,21.0,28.0,14.0,0
24279,21100731,1610612751.0,2011,Nets,Brooklyn,29.0,81.0,5.0,21.0,21.0,35.0,16.0,1
24280,21100731,1610612762.0,2011,Jazz,Utah,42.0,81.0,5.0,14.0,16.0,18.0,18.0,1
24281,21100732,1610612749.0,2011,Bucks,Milwaukee,31.0,85.0,6.0,24.0,12.0,18.0,19.0,0
24282,21100732,1610612752.0,2011,Knicks,New York,26.0,74.0,7.0,31.0,30.0,35.0,23.0,0
24283,21100733,1610612741.0,2011,Bulls,Chicago,35.0,74.0,13.0,20.0,8.0,11.0,15.0,1
24284,21100733,1610612743.0,2011,Nuggets,Denver,44.0,88.0,8.0,16.0,12.0,16.0,9.0,1
24285,21100734,1610612745.0,2011,Rockets,Houston,43.0,89.0,4.0,20.0,23.0,27.0,19.0,0
24286,21100734,1610612758.0,2011,Kings,Sacramento,41.0,96.0,5.0,18.0,19.0,26.0,17.0,0
24287,21100735,1610612740.0,2011,Pelicans,New Orleans,31.0,62.0,2.0,11.0,21.0,31.0,27.0,0
24288,21100735,1610612746.0,2011,Clippers,Los Angeles,37.0,74.0,8.0,26.0,15.0,21.0,14.0,0
24289,21100736,1610612739.0,2011,Cavaliers,Cleveland,28.0,70.0,9.0,23.0,20.0,28.0,18.0,0
24290,21100736,1610612755.0,2011,76ers,Philadelphia,45.0,92.0,10.0,19.0,3.0,5.0,11.0,0
24291,21100737,1610612737.0,2011,Hawks,Atlanta,42.0,84.0,7.0,23.0,10.0,17.0,21.0,0
24292,21100737,1610612749.0,2011,Bucks,Milwaukee,44.0,88.0,5.0,11.0,15.0,16.0,11.0,0
24293,21100738,1610612750.0,2011,Timberwolves,Minnesota,33.0,85.0,9.0,29.0,11.0,13.0,13.0,0
24294,21100738,1610612763.0,2011,Grizzlies,Memphis,34.0,80.0,0.0,11.0,25.0,28.0,15.0,0
24295,21100739,1610612742.0,2011,Mavericks,Dallas,34.0,73.0,6.0,19.0,16.0,20.0,13.0,0
24296,21100739,1610612745.0,2011,Rockets,Houston,33.0,79.0,6.0,21.0,9.0,12.0,11.0,0
24297,21100740,1610612756.0,2011,Suns,Phoenix,41.0,87.0,7.0,19.0,11.0,12.0,8.0,1
24298,21100740,1610612759.0,2011,Spurs,San Antonio,45.0,92.0,6.0,27.0,11.0,13.0,9.0,1
24299,21100741,1610612757.0,2011,Trail Blazers,Portland,34.0,79.0,7.0,16.0,20.0,25.0,12.0,1
24300,21100741,1610612760.0,2011,Thunder,Oklahoma City,45.0,79.0,6.0,17.0,13.0,16.0,14.0,1
24301,21100742,1610612744.0,2011,Warriors,Golden State,39.0,91.0,6.0,19.0,17.0,18.0,5.0,1
24302,21100742,1610612747.0,2011,Lakers,Los Angeles,36.0,86.0,5.0,20.0,27.0,34.0,11.0,1
24303,21100743,1610612743.0,2011,Nuggets,Denver,33.0,80.0,5.0,20.0,25.0,30.0,10.0,0
24304,21100743,1610612761.0,2011,Raptors,Toronto,35.0,86.0,12.0,22.0,23.0,33.0,10.0,0
24305,21100744,1610612752.0,2011,Knicks,New York,43.0,85.0,12.0,34.0,10.0,12.0,11.0,0
24306,21100744,1610612753.0,2011,Magic,Orlando,31.0,69.0,9.0,26.0,15.0,26.0,18.0,0
24307,21100745,1610612750.0,2011,Timberwolves,Minnesota,33.0,81.0,8.0,21.0,14.0,20.0,13.0,1
24308,21100745,1610612766.0,2011,Hornets,Charlotte,31.0,78.0,3.0,13.0,18.0,22.0,9.0,1
24309,21100746,1610612739.0,2011,Cavaliers,Cleveland,30.0,87.0,5.0,17.0,10.0,12.0,15.0,1
24310,21100746,1610612765.0,2011,Pistons,Detroit,35.0,83.0,7.0,15.0,10.0,16.0,10.0,1
24311,21100747,1610612738.0,2011,Celtics,Boston,36.0,77.0,4.0,15.0,18.0,21.0,11.0,0
24312,21100747,1610612762.0,2011,Jazz,Utah,32.0,82.0,3.0,10.0,15.0,24.0,14.0,0
24313,21100748,1610612751.0,2011,Nets,Brooklyn,40.0,82.0,7.0,16.0,13.0,15.0,13.0,0
24314,21100748,1610612754.0,2011,Pacers,Indiana,35.0,77.0,6.0,20.0,8.0,13.0,17.0,0
24315,21100749,1610612737.0,2011,Hawks,Atlanta,32.0,80.0,5.0,17.0,8.0,9.0,11.0,1
24316,21100749,1610612741.0,2011,Bulls,Chicago,38.0,81.0,9.0,16.0,13.0,20.0,7.0,1
24317,21100750,1610612758.0,2011,Kings,Sacramento,47.0,86.0,8.0,21.0,10.0,13.0,16.0,1
24318,21100750,1610612759.0,2011,Spurs,San Antonio,49.0,91.0,10.0,20.0,9.0,12.0,15.0,1
24319,21100751,1610612746.0,2011,Clippers,Los Angeles,41.0,82.0,7.0,19.0,14.0,23.0,12.0,0
24320,21100751,1610612756.0,2011,Suns,Phoenix,30.0,80.0,5.0,26.0,21.0,32.0,10.0,0
24321,21100752,1610612740.0,2011,Pelicans,New Orleans,43.0,79.0,7.0,11.0,9.0,14.0,9.0,1
24322,21100752,1610612744.0,2011,Warriors,Golden State,33.0,74.0,10.0,28.0,11.0,15.0,16.0,1
24323,21100753,1610612754.0,2011,Pacers,Indiana,31.0,79.0,6.0,16.0,25.0,32.0,7.0,0
24324,21100753,1610612764.0,2011,Wizards,Washington,33.0,78.0,7.0,22.0,16.0,25.0,17.0,0
24325,21100754,1610612742.0,2011,Mavericks,Dallas,33.0,78.0,9.0,24.0,10.0,13.0,15.0,0
24326,21100754,1610612748.0,2011,Heat,Miami,39.0,80.0,5.0,17.0,23.0,27.0,12.0,0
24327,21100755,1610612740.0,2011,Pelicans,New Orleans,33.0,71.0,7.0,13.0,20.0,21.0,14.0,0
24328,21100755,1610612757.0,2011,Trail Blazers,Portland,39.0,80.0,12.0,28.0,9.0,13.0,9.0,0
24329,21100756,1610612747.0,2011,Lakers,Los Angeles,35.0,84.0,4.0,11.0,19.0,23.0,12.0,1
24330,21100756,1610612760.0,2011,Thunder,Oklahoma City,42.0,91.0,5.0,12.0,13.0,17.0,10.0,1
24331,21100757,1610612748.0,2011,Heat,Miami,44.0,77.0,5.0,14.0,20.0,24.0,8.0,1
24332,21100757,1610612761.0,2011,Raptors,Toronto,39.0,72.0,5.0,14.0,18.0,19.0,16.0,1
24333,21100758,1610612755.0,2011,76ers,Philadelphia,30.0,82.0,3.0,14.0,13.0,17.0,10.0,0
24334,21100758,1610612764.0,2011,Wizards,Washington,42.0,87.0,7.0,17.0,6.0,6.0,13.0,0
24335,21100759,1610612743.0,2011,Nuggets,Denver,38.0,73.0,2.0,17.0,21.0,29.0,25.0,1
24336,21100759,1610612766.0,2011,Hornets,Charlotte,36.0,98.0,6.0,22.0,10.0,11.0,12.0,1
24337,21100760,1610612737.0,2011,Hawks,Atlanta,37.0,73.0,4.0,19.0,22.0,26.0,17.0,0
24338,21100760,1610612752.0,2011,Knicks,New York,31.0,70.0,6.0,17.0,22.0,33.0,18.0,0
24339,21100761,1610612739.0,2011,Cavaliers,Cleveland,34.0,85.0,6.0,22.0,10.0,19.0,10.0,1
24340,21100761,1610612749.0,2011,Bucks,Milwaukee,50.0,88.0,10.0,16.0,11.0,18.0,6.0,1
24341,21100762,1610612742.0,2011,Mavericks,Dallas,38.0,80.0,7.0,22.0,17.0,21.0,9.0,1
24342,21100762,1610612753.0,2011,Magic,Orlando,35.0,78.0,11.0,32.0,17.0,28.0,16.0,1
24343,21100763,1610612741.0,2011,Bulls,Chicago,32.0,75.0,2.0,12.0,17.0,21.0,15.0,0
24344,21100763,1610612765.0,2011,Pistons,Detroit,31.0,84.0,3.0,11.0,6.0,7.0,11.0,0
24345,21100764,1610612745.0,2011,Rockets,Houston,38.0,73.0,7.0,14.0,15.0,20.0,16.0,0
24346,21100764,1610612763.0,2011,Grizzlies,Memphis,35.0,94.0,1.0,15.0,18.0,26.0,7.0,0
24347,21100765,1610612738.0,2011,Celtics,Boston,44.0,90.0,4.0,12.0,8.0,11.0,9.0,1
24348,21100765,1610612750.0,2011,Timberwolves,Minnesota,26.0,75.0,6.0,24.0,21.0,25.0,20.0,1
24349,21100766,1610612758.0,2011,Kings,Sacramento,39.0,90.0,4.0,16.0,22.0,32.0,11.0,1
24350,21100766,1610612762.0,2011,Jazz,Utah,31.0,88.0,3.0,13.0,38.0,52.0,15.0,1
24351,21100767,1610612746.0,2011,Clippers,Los Angeles,39.0,75.0,8.0,21.0,12.0,19.0,12.0,0
24352,21100767,1610612757.0,2011,Trail Blazers,Portland,39.0,78.0,8.0,19.0,11.0,15.0,13.0,0
24353,21100768,1610612744.0,2011,Warriors,Golden State,40.0,76.0,7.0,15.0,13.0,16.0,17.0,1
24354,21100768,1610612751.0,2011,Nets,Brooklyn,35.0,81.0,8.0,20.0,24.0,30.0,17.0,1
24355,21100769,1610612740.0,2011,Pelicans,New Orleans,39.0,92.0,2.0,10.0,5.0,10.0,8.0,0
24356,21100769,1610612747.0,2011,Lakers,Los Angeles,32.0,77.0,7.0,22.0,17.0,22.0,14.0,0
24357,21100770,1610612739.0,2011,Cavaliers,Cleveland,28.0,72.0,2.0,13.0,17.0,27.0,19.0,0
24358,21100770,1610612752.0,2011,Knicks,New York,30.0,76.0,9.0,28.0,22.0,32.0,17.0,0
24359,21100771,1610612737.0,2011,Hawks,Atlanta,35.0,74.0,4.0,14.0,16.0,22.0,10.0,0
24360,21100771,1610612755.0,2011,76ers,Philadelphia,37.0,77.0,6.0,12.0,15.0,19.0,11.0,0
24361,21100772,1610612765.0,2011,Pistons,Detroit,45.0,87.0,4.0,10.0,16.0,22.0,16.0,0
24362,21100772,1610612766.0,2011,Hornets,Charlotte,40.0,86.0,8.0,22.0,19.0,22.0,11.0,0
24363,21100773,1610612749.0,2011,Bucks,Milwaukee,34.0,82.0,5.0,17.0,22.0,28.0,15.0,1
24364,21100773,1610612763.0,2011,Grizzlies,Memphis,37.0,88.0,4.0,15.0,21.0,28.0,17.0,1
24365,21100774,1610612754.0,2011,Pacers,Indiana,42.0,79.0,5.0,14.0,14.0,18.0,14.0,0
24366,21100774,1610612759.0,2011,Spurs,San Antonio,38.0,76.0,9.0,19.0,27.0,33.0,10.0,0
24367,21100775,1610612751.0,2011,Nets,Brooklyn,43.0,92.0,10.0,28.0,15.0,20.0,19.0,1
24368,21100775,1610612758.0,2011,Kings,Sacramento,39.0,90.0,3.0,17.0,18.0,23.0,18.0,1
24369,21100776,1610612746.0,2011,Clippers,Los Angeles,39.0,72.0,10.0,21.0,17.0,24.0,12.0,0
24370,21100776,1610612762.0,2011,Jazz,Utah,35.0,77.0,4.0,12.0,22.0,31.0,13.0,0
24371,21100777,1610612741.0,2011,Bulls,Chicago,30.0,91.0,8.0,24.0,10.0,15.0,12.0,0
24372,21100777,1610612760.0,2011,Thunder,Oklahoma City,36.0,74.0,4.0,9.0,16.0,17.0,13.0,0
24373,21100778,1610612738.0,2011,Celtics,Boston,33.0,70.0,5.0,13.0,20.0,22.0,15.0,0
24374,21100778,1610612748.0,2011,Heat,Miami,31.0,89.0,3.0,16.0,7.0,17.0,11.0,0
24375,21100779,1610612761.0,2011,Raptors,Toronto,37.0,77.0,4.0,17.0,21.0,23.0,10.0,0
24376,21100779,1610612764.0,2011,Wizards,Washington,34.0,71.0,8.0,20.0,16.0,20.0,13.0,0
24377,21100780,1610612743.0,2011,Nuggets,Denver,40.0,72.0,8.0,19.0,16.0,21.0,17.0,1
24378,21100780,1610612753.0,2011,Magic,Orlando,37.0,88.0,8.0,32.0,19.0,25.0,10.0,1
24379,21100781,1610612745.0,2011,Rockets,Houston,44.0,101.0,9.0,21.0,5.0,10.0,8.0,1
24380,21100781,1610612754.0,2011,Pacers,Indiana,37.0,83.0,6.0,15.0,24.0,28.0,15.0,1
24381,21100782,1610612740.0,2011,Pelicans,New Orleans,32.0,77.0,4.0,9.0,7.0,9.0,18.0,0
24382,21100782,1610612756.0,2011,Suns,Phoenix,35.0,71.0,3.0,15.0,19.0,21.0,19.0,0
24383,21100783,1610612750.0,2011,Timberwolves,Minnesota,36.0,78.0,5.0,21.0,29.0,35.0,8.0,0
24384,21100783,1610612757.0,2011,Trail Blazers,Portland,46.0,88.0,9.0,28.0,18.0,20.0,10.0,0
24385,21100784,1610612744.0,2011,Warriors,Golden State,44.0,90.0,11.0,21.0,13.0,15.0,5.0,0
24386,21100784,1610612747.0,2011,Lakers,Los Angeles,44.0,82.0,10.0,19.0,22.0,31.0,15.0,0
24387,21100785,1610612749.0,2011,Bucks,Milwaukee,43.0,83.0,4.0,10.0,22.0,29.0,19.0,1
24388,21100785,1610612764.0,2011,Wizards,Washington,36.0,81.0,7.0,18.0,19.0,20.0,17.0,1
24389,21100786,1610612741.0,2011,Bulls,Chicago,40.0,83.0,5.0,17.0,8.0,17.0,19.0,1
24390,21100786,1610612745.0,2011,Rockets,Houston,42.0,89.0,4.0,13.0,11.0,14.0,8.0,1
24391,21100787,1610612760.0,2011,Thunder,Oklahoma City,33.0,73.0,5.0,21.0,17.0,24.0,18.0,1
24392,21100787,1610612763.0,2011,Grizzlies,Memphis,34.0,87.0,4.0,16.0,22.0,24.0,8.0,1
24393,21100788,1610612742.0,2011,Mavericks,Dallas,30.0,77.0,5.0,23.0,10.0,17.0,12.0,1
24394,21100788,1610612746.0,2011,Clippers,Los Angeles,39.0,83.0,11.0,32.0,5.0,12.0,10.0,1
24395,21100789,1610612750.0,2011,Timberwolves,Minnesota,39.0,81.0,11.0,21.0,19.0,26.0,11.0,0
24396,21100789,1610612758.0,2011,Kings,Sacramento,43.0,85.0,7.0,23.0,23.0,28.0,11.0,0
24397,21100790,1610612757.0,2011,Trail Blazers,Portland,35.0,81.0,12.0,22.0,15.0,18.0,16.0,1
24398,21100790,1610612762.0,2011,Jazz,Utah,41.0,84.0,4.0,15.0,16.0,21.0,13.0,1
24399,21100791,1610612761.0,2011,Raptors,Toronto,35.0,76.0,7.0,18.0,15.0,22.0,10.0,0
24400,21100791,1610612766.0,2011,Hornets,Charlotte,31.0,77.0,4.0,12.0,21.0,30.0,14.0,0
24401,21100792,1610612739.0,2011,Cavaliers,Cleveland,34.0,82.0,9.0,24.0,13.0,15.0,13.0,1
24402,21100792,1610612759.0,2011,Spurs,San Antonio,48.0,81.0,11.0,23.0,18.0,21.0,13.0,1
24403,21100793,1610612752.0,2011,Knicks,New York,38.0,83.0,10.0,23.0,18.0,25.0,12.0,0
24404,21100793,1610612754.0,2011,Pacers,Indiana,41.0,86.0,6.0,23.0,24.0,31.0,8.0,0
24405,21100794,1610612748.0,2011,Heat,Miami,35.0,75.0,3.0,13.0,26.0,32.0,17.0,0
24406,21100794,1610612755.0,2011,76ers,Philadelphia,38.0,83.0,3.0,10.0,14.0,17.0,16.0,0
24407,21100795,1610612753.0,2011,Magic,Orlando,33.0,72.0,10.0,24.0,19.0,24.0,9.0,0
24408,21100795,1610612765.0,2011,Pistons,Detroit,43.0,76.0,3.0,11.0,13.0,19.0,14.0,0
24409,21100796,1610612744.0,2011,Warriors,Golden State,38.0,82.0,7.0,18.0,11.0,16.0,13.0,0
24410,21100796,1610612763.0,2011,Grizzlies,Memphis,37.0,80.0,9.0,17.0,15.0,24.0,13.0,0
24411,21100797,1610612756.0,2011,Suns,Phoenix,40.0,90.0,5.0,22.0,24.0,28.0,13.0,1
24412,21100797,1610612758.0,2011,Kings,Sacramento,39.0,85.0,1.0,10.0,21.0,32.0,12.0,1
24413,21100798,1610612747.0,2011,Lakers,Los Angeles,39.0,81.0,7.0,22.0,6.0,6.0,16.0,0
24414,21100798,1610612751.0,2011,Nets,Brooklyn,34.0,85.0,6.0,18.0,13.0,15.0,6.0,0
24415,21100799,1610612755.0,2011,76ers,Philadelphia,34.0,79.0,3.0,12.0,7.0,8.0,7.0,1
24416,21100799,1610612761.0,2011,Raptors,Toronto,39.0,77.0,9.0,21.0,12.0,12.0,11.0,1
24417,21100800,1610612754.0,2011,Pacers,Indiana,44.0,76.0,4.0,11.0,17.0,19.0,13.0,1
24418,21100800,1610612764.0,2011,Wizards,Washington,39.0,84.0,6.0,18.0,12.0,19.0,12.0,1
24419,21100801,1610612738.0,2011,Celtics,Boston,38.0,83.0,4.0,10.0,6.0,13.0,11.0,1
24420,21100801,1610612759.0,2011,Spurs,San Antonio,36.0,86.0,7.0,28.0,8.0,11.0,17.0,1
24421,21100802,1610612737.0,2011,Hawks,Atlanta,47.0,83.0,9.0,19.0,17.0,19.0,6.0,0
24422,21100802,1610612766.0,2011,Hornets,Charlotte,36.0,79.0,5.0,14.0,16.0,20.0,13.0,0
24423,21100803,1610612748.0,2011,Heat,Miami,31.0,83.0,10.0,24.0,26.0,29.0,13.0,0
24424,21100803,1610612760.0,2011,Thunder,Oklahoma City,35.0,81.0,5.0,17.0,18.0,20.0,18.0,0
24425,21100804,1610612739.0,2011,Cavaliers,Cleveland,39.0,95.0,8.0,26.0,12.0,13.0,18.0,0
24426,21100804,1610612749.0,2011,Bucks,Milwaukee,48.0,84.0,2.0,11.0,9.0,17.0,16.0,0
24427,21100805,1610612740.0,2011,Pelicans,New Orleans,35.0,67.0,5.0,10.0,19.0,27.0,18.0,0
24428,21100805,1610612743.0,2011,Nuggets,Denver,35.0,83.0,6.0,20.0,16.0,22.0,9.0,0
24429,21100806,1610612744.0,2011,Warriors,Golden State,41.0,86.0,4.0,16.0,11.0,16.0,12.0,1
24430,21100806,1610612750.0,2011,Timberwolves,Minnesota,37.0,87.0,9.0,31.0,11.0,16.0,19.0,1
24431,21100807,1610612742.0,2011,Mavericks,Dallas,40.0,80.0,4.0,15.0,11.0,16.0,12.0,0
24432,21100807,1610612763.0,2011,Grizzlies,Memphis,35.0,83.0,7.0,16.0,8.0,14.0,10.0,0
24433,21100808,1610612756.0,2011,Suns,Phoenix,41.0,91.0,13.0,31.0,12.0,22.0,11.0,1
24434,21100808,1610612762.0,2011,Jazz,Utah,40.0,79.0,3.0,9.0,22.0,28.0,15.0,1
24435,21100809,1610612751.0,2011,Nets,Brooklyn,32.0,86.0,6.0,19.0,18.0,19.0,16.0,0
24436,21100809,1610612757.0,2011,Trail Blazers,Portland,37.0,81.0,12.0,24.0,15.0,19.0,15.0,0
24437,21100810,1610612746.0,2011,Clippers,Los Angeles,43.0,95.0,9.0,25.0,13.0,20.0,10.0,1
24438,21100810,1610612747.0,2011,Lakers,Los Angeles,43.0,83.0,6.0,16.0,21.0,30.0,11.0,1
24439,21100811,1610612752.0,2011,Knicks,New York,38.0,78.0,13.0,25.0,7.0,15.0,11.0,1
24440,21100811,1610612753.0,2011,Magic,Orlando,30.0,72.0,9.0,24.0,11.0,16.0,14.0,1
24441,21100812,1610612764.0,2011,Wizards,Washington,33.0,78.0,7.0,21.0,21.0,29.0,18.0,0
24442,21100812,1610612765.0,2011,Pistons,Detroit,36.0,68.0,4.0,10.0,23.0,39.0,19.0,0
24443,21100813,1610612738.0,2011,Celtics,Boston,33.0,77.0,5.0,13.0,15.0,18.0,13.0,0
24444,21100813,1610612741.0,2011,Bulls,Chicago,33.0,80.0,5.0,16.0,22.0,26.0,12.0,0
24445,21100814,1610612746.0,2011,Clippers,Los Angeles,36.0,80.0,5.0,19.0,16.0,24.0,18.0,1
24446,21100814,1610612758.0,2011,Kings,Sacramento,35.0,84.0,4.0,17.0,11.0,15.0,18.0,1
24447,21100815,1610612754.0,2011,Pacers,Indiana,35.0,85.0,6.0,19.0,27.0,34.0,11.0,0
24448,21100815,1610612760.0,2011,Thunder,Oklahoma City,34.0,77.0,6.0,19.0,24.0,31.0,17.0,0
24449,21100816,1610612739.0,2011,Cavaliers,Cleveland,25.0,73.0,5.0,17.0,29.0,40.0,6.0,1
